	source	target	weight
360	Peroxisome proliferator-activated receptor gamma	Apoptosis regulator Bcl-2	1
361	Peroxisome proliferator-activated receptor gamma	Fatty acid desaturase 1	1
362	Peroxisome proliferator-activated receptor gamma	Fatty acid-binding protein, intestinal	1
363	Peroxisome proliferator-activated receptor delta	Peroxisome proliferator-activated receptor alpha	2
364	Peroxisome proliferator-activated receptor delta	Long-chain-fatty-acid--CoA ligase 4	1
365	Peroxisome proliferator-activated receptor delta	Free fatty acid receptor 1	1
366	Peroxisome proliferator-activated receptor delta	Sodium/calcium exchanger 1	1
367	Peroxisome proliferator-activated receptor delta	Retinoic acid receptor RXR-alpha	1
368	Peroxisome proliferator-activated receptor delta	Myelin P2 protein	1
369	Peroxisome proliferator-activated receptor delta	Fatty acid desaturase 1	1
370	Peroxisome proliferator-activated receptor delta	Transient receptor potential cation channel subfamily V member 1	1
371	Fatty acid desaturase 1	Peroxisome proliferator-activated receptor alpha	1
372	Fatty acid desaturase 1	Long-chain-fatty-acid--CoA ligase 4	1
373	Fatty acid desaturase 1	Free fatty acid receptor 1	1
374	Fatty acid desaturase 1	Sodium/calcium exchanger 1	1
375	Fatty acid desaturase 1	Transient receptor potential cation channel subfamily V member 1	1
376	Long-chain-fatty-acid--CoA ligase 4	Peroxisome proliferator-activated receptor alpha	1
377	Long-chain-fatty-acid--CoA ligase 4	Free fatty acid receptor 1	1
378	Long-chain-fatty-acid--CoA ligase 4	Sodium/calcium exchanger 1	1
379	Long-chain-fatty-acid--CoA ligase 4	Transient receptor potential cation channel subfamily V member 1	1
380	Free fatty acid receptor 1	Peroxisome proliferator-activated receptor alpha	1
381	Free fatty acid receptor 1	Sodium/calcium exchanger 1	1
382	Free fatty acid receptor 1	Transient receptor potential cation channel subfamily V member 1	1
383	Sodium/calcium exchanger 1	Peroxisome proliferator-activated receptor alpha	1
384	Sodium/calcium exchanger 1	Transient receptor potential cation channel subfamily V member 1	1
385	Transient receptor potential cation channel subfamily V member 1	Peroxisome proliferator-activated receptor alpha	1
386	Transient receptor potential cation channel subfamily V member 1	Camphor 5-monooxygenase	1
387	Transient receptor potential cation channel subfamily V member 1	Prostaglandin E synthase 3	1
388	Transient receptor potential cation channel subfamily V member 1	Transient receptor potential cation channel subfamily V member 3	1
389	Transient receptor potential cation channel subfamily V member 1	Transient receptor potential cation channel subfamily A member 1	1
390	Transient receptor potential cation channel subfamily V member 1	Transient receptor potential cation channel subfamily M member 8	1
391	Peroxisome proliferator-activated receptor alpha	Arachidonate 5-lipoxygenase	1
392	Peroxisome proliferator-activated receptor alpha	Lactoylglutathione lyase	1
393	Peroxisome proliferator-activated receptor alpha	Aldo-keto reductase family 1 member C3	1
394	Peroxisome proliferator-activated receptor alpha	Carbonyl reductase [NADPH] 1	1
395	Peroxisome proliferator-activated receptor alpha	Myelin P2 protein	1
396	Peroxisome proliferator-activated receptor alpha	Estrogen receptor alpha	1
397	Peroxisome proliferator-activated receptor alpha	Aryl hydrocarbon receptor	1
398	Peroxisome proliferator-activated receptor alpha	Platelet glycoprotein Ib alpha chain	1
399	Peroxisome proliferator-activated receptor alpha	Arachidonate 15-lipoxygenase	1
400	Peroxisome proliferator-activated receptor alpha	Melatonin receptor type 1B	1
401	Peroxisome proliferator-activated receptor alpha	Thrombomodulin	1
402	Peroxisome proliferator-activated receptor alpha	Sterol regulatory element-binding protein 1	1
403	Peroxisome proliferator-activated receptor alpha	Melatonin receptor type 1A	1
404	Peroxisome proliferator-activated receptor alpha	Prostaglandin reductase 2	1
405	Peroxisome proliferator-activated receptor alpha	Protein S100-A7	1
406	Peroxisome proliferator-activated receptor alpha	RAC-alpha serine/threonine-protein kinase	1
407	Peroxisome proliferator-activated receptor alpha	Casein kinase II subunit alpha	1
408	Peroxisome proliferator-activated receptor alpha	Phospholipase A2, membrane associated	1
409	Peroxisome proliferator-activated receptor alpha	Prostaglandin D2 receptor 2	1
410	Peroxisome proliferator-activated receptor alpha	Tyrosine--tRNA ligase, cytoplasmic	1
411	Peroxisome proliferator-activated receptor alpha	Cystic fibrosis transmembrane conductance regulator	1
412	Peroxisome proliferator-activated receptor alpha	Phosphatidylinositol 4-kinase type 2-beta	1
413	Peroxisome proliferator-activated receptor alpha	Integrin beta-3	1
414	Peroxisome proliferator-activated receptor alpha	Nuclear receptor subfamily 1 group I member 3	1
415	Peroxisome proliferator-activated receptor alpha	C-type lectin domain family 14 member A	1
416	Peroxisome proliferator-activated receptor alpha	Amyloid beta A4 protein	1
417	Peroxisome proliferator-activated receptor alpha	Retinoic acid receptor RXR-alpha	1
418	Peroxisome proliferator-activated receptor alpha	Alpha-synuclein	1
419	Peroxisome proliferator-activated receptor alpha	NAD-dependent protein deacetylase sirtuin-1	1
420	Peroxisome proliferator-activated receptor alpha	Integrin alpha-5	1
421	Peroxisome proliferator-activated receptor alpha	Far upstream element-binding protein 2	1
422	Peroxisome proliferator-activated receptor alpha	Solute carrier family 2, facilitated glucose transporter member 1	1
423	Peroxisome proliferator-activated receptor alpha	Nuclear receptor subfamily 1 group I member 2	1
424	Peroxisome proliferator-activated receptor alpha	Apoptosis regulator Bcl-2	1
425	Peroxisome proliferator-activated receptor alpha	Fatty acid-binding protein, intestinal	1
426	Tyrosine-protein kinase JAK3	Tyrosine-protein kinase FRK	1
427	Tyrosine-protein kinase JAK3	Epidermal growth factor receptor	1
428	Tyrosine-protein kinase JAK3	Receptor tyrosine-protein kinase erbB-4	1
429	Tyrosine-protein kinase JAK3	Cytoplasmic tyrosine-protein kinase BMX	1
430	Tyrosine-protein kinase JAK3	Tyrosine-protein kinase Lck	1
431	Tyrosine-protein kinase JAK3	Non-receptor tyrosine-protein kinase TYK2	1
432	Tyrosine-protein kinase JAK3	Tyrosine-protein kinase Fgr	1
433	Tyrosine-protein kinase JAK3	Protein-tyrosine kinase 2-beta	1
434	Tyrosine-protein kinase JAK3	Tyrosine-protein kinase Blk	1
435	Tyrosine-protein kinase JAK3	Tyrosine-protein kinase ITK/TSK	1
436	Tyrosine-protein kinase JAK3	Tyrosine-protein kinase BTK	1
437	Tyrosine-protein kinase JAK3	Receptor tyrosine-protein kinase erbB-2	1
438	Tyrosine-protein kinase JAK3	Protein-tyrosine kinase 6	1
439	Tyrosine-protein kinase JAK3	Tyrosine-protein kinase Tec	1
440	Tyrosine-protein kinase JAK3	Tyrosine-protein kinase TXK	1
441	Antithrombin-III	Fibroblast growth factor 19	1
442	Antithrombin-III	Fibroblast growth factor receptor 1	1
443	Antithrombin-III	Hepatocyte growth factor	1
444	Antithrombin-III	Myc proto-oncogene protein	1
445	Antithrombin-III	Fibroblast growth factor receptor 4	1
446	Antithrombin-III	Integrin alpha-4	1
447	Antithrombin-III	Fibroblast growth factor 1	1
448	Antithrombin-III	Proto-oncogene c-Fos	1
449	Antithrombin-III	Fibroblast growth factor 4	1
450	Antithrombin-III	P-selectin	2
451	Antithrombin-III	Stromal cell-derived factor 1	1
452	Antithrombin-III	Fibroblast growth factor 2	1
453	Antithrombin-III	Platelet factor 4	1
454	Antithrombin-III	Heparin cofactor 2	2
455	Antithrombin-III	Fibroblast growth factor receptor 2	1
456	Antithrombin-III	Coagulation factor X	4
457	Coagulation factor X	Fibroblast growth factor 19	1
458	Coagulation factor X	Fibroblast growth factor receptor 1	1
459	Coagulation factor X	Trypsin-1	1
460	Coagulation factor X	Hepatocyte growth factor	1
461	Coagulation factor X	Kallikrein-1	1
462	Coagulation factor X	Fibroblast growth factor receptor 4	1
463	Coagulation factor X	Fibroblast growth factor 1	1
464	Coagulation factor X	Fibroblast growth factor 4	1
465	Coagulation factor X	P-selectin	1
466	Coagulation factor X	Fibroblast growth factor 2	1
467	Coagulation factor X	Platelet factor 4	1
468	Coagulation factor X	Coagulation factor XII	1
469	Coagulation factor X	Intercellular adhesion molecule 1	1
470	Coagulation factor X	Heparin cofactor 2	1
471	Coagulation factor X	Fibroblast growth factor receptor 2	1
472	P-selectin	Fibroblast growth factor 19	1
473	P-selectin	Fibroblast growth factor 2	1
474	P-selectin	Fibroblast growth factor receptor 1	1
475	P-selectin	Platelet factor 4	1
476	P-selectin	Hepatocyte growth factor	1
477	P-selectin	Proto-oncogene c-Fos	1
478	P-selectin	Myc proto-oncogene protein	1
479	P-selectin	Fibroblast growth factor receptor 4	1
480	P-selectin	Fibroblast growth factor 1	1
481	P-selectin	Fibroblast growth factor receptor 2	1
482	P-selectin	Fibroblast growth factor 4	1
483	Fibroblast growth factor receptor 4	Fibroblast growth factor 19	1
484	Fibroblast growth factor receptor 4	Fibroblast growth factor 2	1
485	Fibroblast growth factor receptor 4	Fibroblast growth factor receptor 1	1
486	Fibroblast growth factor receptor 4	Platelet factor 4	1
487	Fibroblast growth factor receptor 4	Hepatocyte growth factor	1
488	Fibroblast growth factor receptor 4	Fibroblast growth factor 1	1
489	Fibroblast growth factor receptor 4	Fibroblast growth factor receptor 2	1
490	Fibroblast growth factor receptor 4	Fibroblast growth factor 4	1
491	Fibroblast growth factor 4	Fibroblast growth factor 19	1
492	Fibroblast growth factor 4	Fibroblast growth factor 2	1
493	Fibroblast growth factor 4	Fibroblast growth factor receptor 1	1
494	Fibroblast growth factor 4	Platelet factor 4	1
495	Fibroblast growth factor 4	Hepatocyte growth factor	1
496	Fibroblast growth factor 4	Fibroblast growth factor 1	1
497	Fibroblast growth factor 4	Fibroblast growth factor receptor 2	1
498	Fibroblast growth factor 19	Fibroblast growth factor 2	1
499	Fibroblast growth factor 19	Fibroblast growth factor receptor 1	1
500	Fibroblast growth factor 19	Platelet factor 4	1
501	Fibroblast growth factor 19	Hepatocyte growth factor	1
502	Fibroblast growth factor 19	Fibroblast growth factor 1	1
503	Fibroblast growth factor 19	Fibroblast growth factor receptor 2	1
504	Fibroblast growth factor receptor 1	Vascular endothelial growth factor receptor 2	1
505	Fibroblast growth factor receptor 1	Tyrosine-protein kinase Lck	1
506	Fibroblast growth factor receptor 1	Hepatocyte growth factor	1
507	Fibroblast growth factor receptor 1	Proto-oncogene tyrosine-protein kinase Src	1
508	Fibroblast growth factor receptor 1	Platelet-derived growth factor receptor beta	1
509	Fibroblast growth factor receptor 1	Fibroblast growth factor 1	1
510	Fibroblast growth factor receptor 1	Vascular endothelial growth factor receptor 1	1
511	Fibroblast growth factor receptor 1	Vascular endothelial growth factor receptor 3	1
512	Fibroblast growth factor receptor 1	Receptor-type tyrosine-protein kinase FLT3	1
513	Fibroblast growth factor receptor 1	Platelet-derived growth factor receptor alpha	1
514	Fibroblast growth factor receptor 1	Fibroblast growth factor 2	1
515	Fibroblast growth factor receptor 1	Fibroblast growth factor receptor 3	1
516	Fibroblast growth factor receptor 1	Platelet factor 4	1
517	Fibroblast growth factor receptor 1	Tyrosine-protein kinase Lyn	1
518	Fibroblast growth factor receptor 1	Fibroblast growth factor receptor 2	2
519	Fibroblast growth factor 1	Fibroblast growth factor 2	1
520	Fibroblast growth factor 1	Platelet factor 4	1
521	Fibroblast growth factor 1	Hepatocyte growth factor	1
522	Fibroblast growth factor 1	Fibroblast growth factor receptor 2	1
523	Fibroblast growth factor receptor 2	Vascular endothelial growth factor receptor 2	1
524	Fibroblast growth factor receptor 2	Tyrosine-protein kinase Lck	1
525	Fibroblast growth factor receptor 2	Hepatocyte growth factor	1
526	Fibroblast growth factor receptor 2	Proto-oncogene tyrosine-protein kinase Src	1
527	Fibroblast growth factor receptor 2	Platelet-derived growth factor receptor beta	1
528	Fibroblast growth factor receptor 2	Vascular endothelial growth factor receptor 1	1
529	Fibroblast growth factor receptor 2	Vascular endothelial growth factor receptor 3	1
530	Fibroblast growth factor receptor 2	Receptor-type tyrosine-protein kinase FLT3	1
531	Fibroblast growth factor receptor 2	Platelet-derived growth factor receptor alpha	1
532	Fibroblast growth factor receptor 2	Fibroblast growth factor 2	1
533	Fibroblast growth factor receptor 2	Fibroblast growth factor receptor 3	1
534	Fibroblast growth factor receptor 2	Platelet factor 4	1
535	Fibroblast growth factor receptor 2	Tyrosine-protein kinase Lyn	1
536	Fibroblast growth factor 2	Platelet factor 4	1
537	Fibroblast growth factor 2	Serine/threonine-protein kinase mTOR	1
538	Fibroblast growth factor 2	Hepatocyte growth factor	1
539	Fibroblast growth factor 2	Peptidyl-prolyl cis-trans isomerase FKBP1A	1
540	Platelet factor 4	Hepatocyte growth factor	1
541	Trypsin-1	Transmembrane protease serine 2	1
542	Trypsin-1	Plasminogen	1
543	Trypsin-1	Chymotrypsinogen B	1
544	Trypsin-1	Suppressor of tumorigenicity 14 protein	1
545	Trypsin-1	Coagulation factor XII	1
546	Trypsin-1	Intercellular adhesion molecule 1	1
547	Trypsin-1	Kallikrein-1	2
548	Trypsin-1	Cholecystokinin	1
549	Transmembrane protease serine 2	Suppressor of tumorigenicity 14 protein	1
550	Transmembrane protease serine 2	Cholecystokinin	1
551	Suppressor of tumorigenicity 14 protein	Cholecystokinin	1
552	Type-1 angiotensin II receptor	Transcription factor AP-1	1
553	Dihydroorotate dehydrogenase (quinone), mitochondrial	Protein-tyrosine kinase 2-beta	1
554	Dihydroorotate dehydrogenase (quinone), mitochondrial	Aryl hydrocarbon receptor	1
555	Dihydroorotate dehydrogenase (quinone), mitochondrial	Cytochrome b	1
556	Creatine kinase M-type	Creatine kinase B-type	1
557	Creatine kinase M-type	Sodium- and chloride-dependent creatine transporter 1	1
558	Creatine kinase M-type	Creatine kinase U-type, mitochondrial	1
559	Creatine kinase M-type	Creatine kinase S-type, mitochondrial	1
560	Creatine kinase M-type	Guanidinoacetate N-methyltransferase	1
561	Creatine kinase U-type, mitochondrial	Creatine kinase B-type	1
562	Creatine kinase U-type, mitochondrial	Sodium- and chloride-dependent creatine transporter 1	1
563	Creatine kinase U-type, mitochondrial	Creatine kinase S-type, mitochondrial	1
564	Creatine kinase U-type, mitochondrial	Guanidinoacetate N-methyltransferase	1
565	Creatine kinase B-type	Sodium- and chloride-dependent creatine transporter 1	1
566	Creatine kinase B-type	Creatine kinase S-type, mitochondrial	1
567	Creatine kinase B-type	Guanidinoacetate N-methyltransferase	1
568	Creatine kinase S-type, mitochondrial	Sodium- and chloride-dependent creatine transporter 1	1
569	Creatine kinase S-type, mitochondrial	Guanidinoacetate N-methyltransferase	1
570	Sodium- and chloride-dependent creatine transporter 1	Guanidinoacetate N-methyltransferase	1
571	Vitamin D3 receptor	Multidrug resistance-associated protein 5	1
572	Vitamin D3 receptor	Nuclear receptor ROR-alpha	1
573	Vitamin D3 receptor	Vitamin D-binding protein	1
574	Vitamin D3 receptor	C-type lectin domain family 4 member E	1
575	Vitamin D3 receptor	Nuclear receptor subfamily 1 group I member 3	1
576	Vitamin D3 receptor	Carbonyl reductase [NADPH] 1	1
577	Vitamin D3 receptor	Glutathione S-transferase P	1
578	Genome polyprotein	RNA-directed RNA polymerase catalytic subunit	1
579	Genome polyprotein	Inosine-5'-monophosphate dehydrogenase 1	1
580	Genome polyprotein	Inosine-5'-monophosphate dehydrogenase 2	1
581	Histone deacetylase 1	Sphingosine 1-phosphate receptor 3	1
582	Histone deacetylase 1	Sphingosine 1-phosphate receptor 4	1
583	Sphingosine 1-phosphate receptor 4	Sphingosine 1-phosphate receptor 3	1
584	Annexin A1	Nuclear receptor subfamily 1 group I member 2	1
585	Annexin A1	Nuclear receptor subfamily 0 group B member 1	1
586	Annexin A1	Nitric oxide synthase, inducible	1
587	Chymotrypsinogen B	Kallikrein-1	1
588	Chymotrypsinogen B	Plasminogen	1
589	Plasminogen	Kallikrein-1	1
590	Kallikrein-1	Coagulation factor XII	1
591	Kallikrein-1	Intercellular adhesion molecule 1	1
592	Multidrug resistance-associated protein 5	Carbonyl reductase [NADPH] 1	1
593	Multidrug resistance-associated protein 5	Glutathione S-transferase P	1
594	Carbonyl reductase [NADPH] 1	Heat shock protein HSP 90-alpha	1
595	Carbonyl reductase [NADPH] 1	Arachidonate 5-lipoxygenase	1
596	Carbonyl reductase [NADPH] 1	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1
597	Carbonyl reductase [NADPH] 1	Estrogen receptor beta	1
598	Carbonyl reductase [NADPH] 1	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	1
599	Carbonyl reductase [NADPH] 1	Serine/threonine-protein kinase pim-1	1
600	Carbonyl reductase [NADPH] 1	Casein kinase II subunit beta	1
601	Carbonyl reductase [NADPH] 1	Estrogen receptor alpha	2
602	Carbonyl reductase [NADPH] 1	Aryl hydrocarbon receptor	2
603	Carbonyl reductase [NADPH] 1	ATP synthase subunit beta, mitochondrial	1
604	Carbonyl reductase [NADPH] 1	Sex hormone-binding globulin	1
605	Carbonyl reductase [NADPH] 1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1
606	Carbonyl reductase [NADPH] 1	Arachidonate 15-lipoxygenase	1
607	Carbonyl reductase [NADPH] 1	Melatonin receptor type 1B	1
608	Carbonyl reductase [NADPH] 1	ATP synthase subunit gamma, mitochondrial	1
609	Carbonyl reductase [NADPH] 1	Splicing factor 3B subunit 3	1
610	Carbonyl reductase [NADPH] 1	Melatonin receptor type 1A	1
611	Carbonyl reductase [NADPH] 1	Eukaryotic translation initiation factor 3 subunit F	1
612	Carbonyl reductase [NADPH] 1	Ubiquitin-like modifier-activating enzyme 1	1
613	Carbonyl reductase [NADPH] 1	CCAAT/enhancer-binding protein beta	1
